index_process,Temp_naporowe_amin,Temp_naporowe_amax,Temp_naporowe_mean,Temp_naporowe_std,Temp_cyrkulacyjne_amin,Temp_cyrkulacyjne_amax,Temp_cyrkulacyjne_mean,Temp_cyrkulacyjne_std,Poziom_naporowe_amin,Poziom_naporowe_amax,Poziom_naporowe_mean,Poziom_naporowe_std,Poziom_cyrkulacyjne_amin,Poziom_cyrkulacyjne_amax,Poziom_cyrkulacyjne_mean,Poziom_cyrkulacyjne_std,kwas [m3]_amin,kwas [m3]_amax,kwas [m3]_mean,kwas [m3]_std,Kondensat [m3]_amin,Kondensat [m3]_amax,Kondensat [m3]_mean,Kondensat [m3]_std,Elektrolit [m3]_amin,Elektrolit [m3]_amax,Elektrolit [m3]_mean,Elektrolit [m3]_std,NaCl [kg]_amin,NaCl [kg]_amax,NaCl [kg]_mean,NaCl [kg]_std,Natezenie_prad_amin,Natezenie_prad_amax,Natezenie_prad_mean,Natezenie_prad_std,Spadek_napiecie_amin,Spadek_napiecie_amax,Spadek_napiecie_mean,Spadek_napiecie_std,Sklad_Au_amin,Sklad_Au_amax,Sklad_Au_mean,Sklad_Au_std,Sklad_Sb_amin,Sklad_Sb_amax,Sklad_Sb_mean,Sklad_Sb_std,Sklad_Bi_amin,Sklad_Bi_amax,Sklad_Bi_mean,Sklad_Bi_std,Sklad_Ca_amin,Sklad_Ca_amax,Sklad_Ca_mean,Sklad_Ca_std,Sklad_Fe_amin,Sklad_Fe_amax,Sklad_Fe_mean,Sklad_Fe_std,Sklad_Ni_amin,Sklad_Ni_amax,Sklad_Ni_mean,Sklad_Ni_std,Sklad_Zawiesina_amin,Sklad_Zawiesina_amax,Sklad_Zawiesina_mean,Sklad_Zawiesina_std,Sklad_Zn_amin,Sklad_Zn_amax,Sklad_Zn_mean,Sklad_Zn_std,Sklad_H2SO4_amin,Sklad_H2SO4_amax,Sklad_H2SO4_mean,Sklad_H2SO4_std,Sklad_Cu_amin,Sklad_Cu_amax,Sklad_Cu_mean,Sklad_Cu_std,Sklad_Cl_amin,Sklad_Cl_amax,Sklad_Cl_mean,Sklad_Cl_std,Tiomocznik_amin,Tiomocznik_amax,Tiomocznik_mean,Tiomocznik_std,NaCl_amin,NaCl_amax,NaCl_mean,NaCl_std,Klej_amin,Klej_amax,Klej_mean,Klej_std
568,55.4879165649414,62.3465001424153,59.94873563325099,0.6754691433705884,54.8843004226684,59.447599919637,56.802444326435236,0.7465342300377804,74.6849497477213,75.2870164235432,75.00074167496791,0.04921019818631001,70.6560830434163,96.4421666463216,81.46954871092451,4.676785487143632,0.0,4.0,2.216326530612245,1.0741651235321859,0.0,50.0,3.9591836734693877,11.136189682398344,-32.0,27.0,-4.542857142857143,10.022270283690428,1.0,7.0,3.816326530612245,2.190454977326602,12.155,13.345,13.32716224489796,0.07988761607350031,0.386669533333333,6.24088233333333,5.634555797006802,0.5465870698111958,5.73,6.7,6.114040816326531,0.4753467224289232,0.22,0.24,0.22791836734693877,0.009800963349050012,0.061,0.077,0.07066530612244898,0.007840770679239984,0.4,0.41,0.4060408163265306,0.004900481674524977,0.092,0.1,0.0951673469387755,0.003920385339620001,4.84,4.88,4.864163265306122,0.019601926698099438,0.0018,0.002,0.0019208163265306123,9.800963349050012e-05,0.022,0.023,0.02239591836734694,0.0004900481674525007,155.06,172.34,163.49714285714288,5.629810147339043,48.04,50.98,49.1530612244898,0.9231552364031251,0.033,0.04,0.0363795918367347,0.0019052321823823867,11.21,22.07,21.914489795918367,0.8775502909891375,5.96,41.81,22.814857142857143,12.911128050677199,26.76,27.28,27.187428571428573,0.07566318809557675
569,54.8788334528605,62.3246499379475,59.999553629300756,0.8304760551925303,53.1469999313354,59.1795500437418,56.56658080236777,1.0422126060678472,74.730150604248,75.4768993377685,75.00086962944839,0.08220430182540432,65.5916666666666,94.6525334676106,80.93817179095157,5.998122557560375,0.0,5.0,2.4917355371900825,1.5546523287793865,0.0,60.0,15.685950413223141,23.957096180291167,-3.0,80.0,30.08677685950413,33.72743922051061,3.5,7.0,6.0578512396694215,1.254353551655324,12.9825,13.07325,13.06039152892562,0.014216934431291909,0.368816183333333,5.965453,5.621064927479339,0.566054591537209,5.75,6.6,6.090702479338844,0.4174193617482196,0.2,0.21,0.2040082644628099,0.0049108160205672945,0.058,0.064,0.061595041322314054,0.0029464896123403807,0.38,0.4,0.39198347107438014,0.00982163204113463,0.096,0.1,0.09760330578512397,0.001964326408226927,4.6,4.64,4.616033057851239,0.01964326408226867,0.0026,0.003,0.0028396694214876035,0.00019643264082269256,0.025,0.026,0.02559917355371901,0.0004910816020567299,159.96,170.54,164.56938016528926,3.4603240242497515,46.36,51.8,49.11946280991735,1.5736972220677927,0.032,0.036,0.034400826446280994,0.0011984080635437013,14.19,27.14,27.02119834710744,0.9145008671476773,20.76,41.76,36.052107438016535,7.432820071310458,27.05,33.58,33.29690082644628,1.1025330616129045
570,58.1260164260864,61.0532002766927,60.01011943339356,0.41669215140398513,53.8402001063028,59.0938830693562,56.50189785423185,0.8008140641290115,74.7352170308431,75.4701999664306,75.00112535977266,0.05996985033106327,68.6146826426188,92.398616027832,80.88243230479497,4.805738201845494,0.0,5.0,1.2248995983935742,1.625658207254635,0.0,56.0,11.566265060240964,18.356808158066052,-21.0,47.0,5.522088353413655,17.615532061642167,1.0,7.0,4.204819277108434,1.9034711679898988,13.187,13.29775,13.282340361445783,0.014273126659107143,0.387737666666667,5.9320355,5.3838725839357435,0.5325611790018708,6.0,6.46,6.177349397590362,0.22434358192658843,0.2,0.22,0.20771084337349396,0.009754068779416878,0.061,0.063,0.0622289156626506,0.0009754068779416878,0.42,0.43,0.42614457831325303,0.004877034389708455,0.084,0.1,0.09016867469879519,0.007803255023533496,4.78,5.0,4.864819277108435,0.10729475657358495,0.002,0.002,0.002,0.0,0.022,0.024,0.0227710843373494,0.0009754068779416863,168.22,175.96,172.4946987951807,2.1987344255804206,46.62,50.84,48.39807228915663,1.5321793916841489,0.033,0.04,0.036289156626506024,0.001869945577623156,10.93,22.09,21.950682730923695,0.7028495684497013,5.9,41.8,24.932088353413654,11.280149084259923,26.46,27.28,27.186546184738955,0.08127089604436036
571,56.2763500849405,62.9707166671752,59.94342435113911,0.7809376057122008,53.9942333221435,59.083383433024,56.37663099110173,0.8171176448490061,74.5641830444335,75.6170831044515,75.00046945433431,0.07644626899979169,67.3781333923339,92.2527334849039,81.8092795810761,4.566481241315738,0.0,5.0,2.3801369863013697,1.7239019061006784,0.0,60.0,19.726027397260275,21.994851177543136,-3.0,59.0,17.345890410958905,21.07278053018092,1.0,7.0,4.761986301369863,2.1691432168818046,12.155,13.34725,13.328179794520548,0.07341812738570494,0.422833966666667,7.935728,6.764026801541096,0.6978527345774025,5.28,6.35,5.826335616438356,0.3708825691532006,0.18,0.24,0.22746575342465755,0.01755938941065646,0.054,0.087,0.07579109589041096,0.013324686652836218,0.4,0.51,0.41554794520547944,0.03407149995473294,0.08,0.1,0.09543835616438356,0.005806706163030503,4.46,5.27,5.019520547945205,0.3046057272292612,0.002,0.0092,0.0033123287671232874,0.0022251264425544844,0.023,0.025,0.02446232876712329,0.0006901008851950054,154.8,174.67,166.31136986301368,5.086992458722778,45.92,53.4,50.03294520547946,2.367294530086238,0.033,0.038,0.03601369863013699,0.0016160122374152285,10.16,22.03,21.93328767123288,0.8060532241250541,5.97,41.76,28.736301369863014,12.645986392533231,26.77,27.32,27.195650684931508,0.04122590392178723
572,57.1530663808186,62.6073165893554,59.92503652172042,0.8662425746583685,53.9707832336425,58.9255832036336,56.645146677959204,0.9297593690060691,74.5993335723876,75.3735169728597,75.00087194466951,0.06837911188982826,67.8367666880289,96.2197837829589,81.07024182476826,5.393906650566814,0.0,4.0,1.681159420289855,1.4720944003642096,0.0,50.0,6.202898550724638,15.464285855557565,-4.0,45.0,3.710144927536232,13.088900446103581,1.0,8.0,4.72463768115942,2.084638589795813,13.0735,13.155,13.140953804347825,0.01403671788954487,0.43733025,7.87591183333333,6.671322402777778,0.6556199885490841,5.51,5.92,5.651594202898551,0.18790034641919406,0.17,0.21,0.19492753623188405,0.011520503575584118,0.046,0.058,0.05681159420289856,0.003061908435511612,0.34,0.55,0.3711594202898551,0.05507116009829286,0.076,0.14,0.10005797101449276,0.027419374203041743,4.39,4.52,4.501014492753623,0.0339901559026605,0.0018,0.0084,0.002979710144927536,0.0018220930789632555,0.021,0.023,0.021710144927536233,0.0009201019591780417,160.22,174.02,169.0491304347826,4.069500836624601,40.16,46.4,43.00753623188406,1.7054952089564426,0.03,0.041,0.035768115942028986,0.0027029676756482766,10.68,22.08,21.955434782608695,0.6830387925256238,5.96,47.63,28.063478260869566,12.47119497968594,26.78,27.27,27.198514492753624,0.034551197428479105
573,58.303116607666,61.9211497624715,59.999925231990446,0.4275015929540517,54.3498001734415,61.3166997909545,57.0029456355677,1.084509514513029,74.5394336700439,75.5103997548421,74.99998516705776,0.07387436168925425,64.4073501586914,95.1891331990559,81.50242210313564,5.507597880555281,0.0,5.0,1.9405940594059405,1.7481595744040328,0.0,60.0,16.554455445544555,21.974311574111276,-20.0,79.0,17.14851485148515,31.09823768093426,1.0,8.0,5.069306930693069,2.273912340578221,10.954,13.155,13.13412376237624,0.12638416232447774,0.37568285,7.97082416666667,6.563340878217822,0.6244355266780774,5.65,5.94,5.7299009900990105,0.1067753882786799,0.22,0.27,0.2336963696369637,0.022335496205599183,0.025,0.03,0.026679867986798677,0.001986666810420758,0.37,0.47,0.3953795379537954,0.036372400256898876,0.09,0.12,0.09873267326732674,0.013129682581246301,7.14,8.21,7.5429372937293735,0.4714753714206375,0.0012,0.0018,0.0013986798679867984,0.0002573391090442551,0.082,0.11,0.09155775577557757,0.012027113309079135,158.16,175.44,168.3110891089109,4.92964365428768,46.46,52.94,49.098415841584156,2.0922547484624032,0.03,0.04,0.035257425742574254,0.002601528328242146,10.78,22.13,21.96112211221122,0.6465343639086242,5.95,47.66,30.317260726072604,13.570712210077632,26.43,27.27,27.19805280528053,0.049779352721144365
574,54.4562000910441,61.5115169525146,59.89882213272923,0.7297134008374236,53.7813830693562,61.9773001352946,57.773074315436844,1.2426880513098038,0.0540000014007091,75.1967502593994,74.51799531862072,5.215911579126525,68.2714163462321,94.1763163248697,81.42739938685158,5.461391366260405,0.0,4.0,1.4285714285714286,1.4024939166045218,0.0,50.0,13.142857142857142,15.882895300257848,-27.0,78.0,12.095238095238095,31.409752735024124,1.0,8.0,3.6666666666666665,1.895686023055498,13.1695,13.296,13.276030753968254,0.017831934417965965,0.465102083333333,5.8731345,5.433569930555556,0.5133468797158844,5.48,6.69,5.868253968253969,0.5624775577498522,0.2,0.24,0.2126984126984127,0.018656581821952258,0.058,0.094,0.08612698412698414,0.011270653729477585,0.37,0.45,0.37444444444444447,0.010678612169072286,0.076,0.1,0.09028571428571427,0.006754496383899682,4.32,4.9,4.874920634920635,0.07433901059878611,0.001,0.0094,0.0012603174603174603,0.001052341677587251,0.022,0.023,0.022333333333333334,0.0004723426401682521,164.34,174.15,169.87968253968253,3.107074035513816,45.28,50.94,48.48587301587302,2.146137183988031,0.033,0.042,0.03673015873015873,0.002679158750087509,0.08,17.08,15.923809523809524,1.2961120882267783,0.03,47.63,21.63373015873016,11.673118827543707,0.03,23.85,23.654841269841267,1.6457888960137648
575,55.4879165649414,62.3465001424153,59.9577860516577,0.6411444149985277,54.8843004226684,59.447599919637,56.99796734821831,0.7410821053844129,74.6849497477213,75.2870164235432,75.00056156113047,0.050095787630390964,70.0065004984537,96.4421666463216,81.83806352267999,4.90859046338736,0.0,5.0,1.9787234042553192,1.1778989987840276,0.0,50.0,6.170212765957447,12.996554400651316,-32.0,25.0,-6.446808510638298,12.274108693772698,1.0,7.0,3.8297872340425534,2.025486881615,12.155,13.34725,13.327971631205672,0.07466369195917023,0.5059969,8.52839766666667,7.0660560164893615,0.697127583578513,5.73,6.7,6.066666666666667,0.4308076775563749,0.2,0.24,0.22326241134751773,0.01231244799620982,0.053,0.077,0.06956737588652481,0.009334667306877781,0.4,0.49,0.4168085106382978,0.027501385249773806,0.088,0.1,0.0937872340425532,0.004117160529733026,4.84,5.05,4.889148936170213,0.06219575756151298,0.0018,0.0092,0.002811347517730496,0.00237133210903246,0.022,0.024,0.02252482269503546,0.000701615424093939,155.06,172.99,164.9855319148936,5.72793969350495,48.04,52.94,49.74851063829787,1.4660848854502073,0.033,0.04,0.0364468085106383,0.001834526641613181,11.21,22.07,21.93078014184397,0.8179368811381216,5.96,41.81,22.810460992907803,11.85243492560633,26.88,27.28,27.199858156028366,0.030052997448880268
576,57.0044160207112,61.7096334457397,59.941075168647465,0.6550228118604413,53.1357500076294,60.6931504567464,56.63444293791939,0.8463078063898466,74.7747332255045,75.4627499898274,74.99927077783525,0.05533062707399754,64.52251663208,95.2930667877197,81.85636579494167,5.500082577416315,0.0,4.0,2.278225806451613,1.4645644629765946,0.0,60.0,15.048387096774194,24.397469450880237,-4.0,106.0,31.705645161290324,40.39538956821071,0.5,7.0,4.316532258064516,2.502551101406231,13.169,13.2875,13.275154233870968,0.015404684477914297,0.376140616666667,6.62663666666667,5.791192985349462,0.5904763089735252,5.72,6.7,6.0331048387096775,0.45711606652587505,0.17,0.23,0.20943548387096775,0.014216510863831513,0.051,0.062,0.06036290322580645,0.0024072585157076452,0.39,0.49,0.3935887096774194,0.0077161296928990675,0.076,0.1,0.09245161290322582,0.005236673603008723,4.35,4.84,4.783870967741935,0.08397714820665307,0.0012,0.009,0.003715322580645161,0.0036524417955129,0.022,0.024,0.023314516129032258,0.0004738836954610531,156.35,172.73,165.53729838709677,4.312345656415093,42.72,48.35,45.543185483870964,2.010694265929928,0.031,0.04,0.03592741935483871,0.0024894055258259046,2.76,22.05,21.87649193548387,1.4279509511755084,2.99,41.78,25.620362903225807,14.590800172209166,26.61,27.26,27.198346774193546,0.0432309576351721
577,58.303116607666,61.6053668340047,60.020378178920645,0.36919816863378335,54.4951166788737,61.3166997909545,57.04978780096392,1.0006582151182628,74.5394336700439,75.5103997548421,75.0030132187255,0.07202803951793017,64.4073501586914,95.1891331990559,81.09372112295979,5.352343422010029,0.0,5.0,1.6585365853658536,1.7651005326872418,0.0,44.0,8.195121951219512,14.504416518995031,-20.0,79.0,15.512195121951219,34.12757957146491,1.0,8.0,4.975609756097561,2.4191866220683,13.0735,13.155,13.14062906504065,0.014444911495121024,0.367137666666667,6.22074066666667,5.280493018224932,0.7490129325708412,5.65,5.94,5.687804878048781,0.059939242508008576,0.22,0.27,0.23504065040650407,0.022977326312545693,0.025,0.03,0.025983739837398375,0.0014679361596383732,0.37,0.47,0.38065040650406506,0.017922273789708287,0.09,0.12,0.09907317073170732,0.013759550735254322,7.14,8.21,7.472276422764228,0.4915644546491298,0.0012,0.0018,0.0013837398373983739,0.00027475376248259256,0.082,0.11,0.09060162601626016,0.012825191942645076,158.16,175.44,168.97219512195124,4.875980033205741,46.46,52.94,48.816422764227646,1.9798965671113278,0.03,0.04,0.034999999999999996,0.0027014735208166405,10.78,22.13,21.95130081300813,0.7173647458092349,5.95,47.66,29.84682926829268,14.456264135749887,26.43,27.27,27.197235772357725,0.05420747464097596
578,58.303116607666,61.6053668340047,60.01124712234579,0.38128874548836406,54.4951166788737,61.3166997909545,57.14275540209842,0.9816478578442216,74.5394336700439,75.5103997548421,75.00046400279207,0.06958195616515203,66.6637336730957,95.1891331990559,81.61119330861038,5.304180868453223,0.0,5.0,1.797709923664122,1.7942849096476479,0.0,60.0,11.877862595419847,19.804029506290593,-20.0,79.0,15.026717557251908,32.90150242741541,1.0,8.0,4.988549618320611,2.3151720547558576,13.0735,13.155,13.140971374045801,0.014107912008746521,0.4156621,8.26456466666667,6.983784056615775,0.6772202743131776,5.65,5.94,5.708015267175573,0.09180121659081003,0.22,0.27,0.23278625954198473,0.021855151030555534,0.025,0.03,0.026282442748091602,0.0018015523708695,0.37,0.47,0.38797709923664125,0.030677400832233685,0.09,0.12,0.09798091603053435,0.012962501854583733,7.14,8.21,7.4795801526717565,0.46959285298428766,0.0012,0.0018,0.0013740458015267176,0.0002571842180852349,0.082,0.11,0.09029389312977099,0.012030034289866137,158.16,175.44,169.14396946564887,4.7588001448881405,46.46,52.94,49.111679389312975,2.206046776379305,0.03,0.04,0.03522137404580153,0.002543988711558,10.78,22.13,21.954312977099235,0.6951336769809788,5.95,47.66,29.805496183206106,13.807612216340802,26.43,27.25,27.1974427480916,0.052602268253082986
579,55.4879165649414,62.3465001424153,59.93598515314006,0.6746844940946339,54.8843004226684,59.447599919637,56.95339298526289,0.7660331560311574,74.6849497477213,75.2870164235432,75.00000642828915,0.0478191738488963,70.0065004984537,96.4421666463216,81.3939366016316,4.690781787861262,0.0,3.0,1.781512605042017,1.0725549280480247,0.0,30.0,3.277310924369748,9.378064332721147,-32.0,0.0,-5.0588235294117645,9.515072757501178,1.0,7.0,3.722689075630252,2.161904027768346,12.155,13.345,13.327432773109244,0.08094685380421286,0.399182083333333,8.52656633333333,7.204265379901961,0.7286553012818053,5.73,6.7,6.003697478991597,0.43062875343473855,0.2,0.24,0.22487394957983195,0.009710192671567664,0.053,0.077,0.07209243697478993,0.007715392688091382,0.4,0.49,0.409327731092437,0.0137322861693868,0.088,0.1,0.09405042016806722,0.0036695778381821546,4.84,5.05,4.873529411764705,0.033491310927901,0.0018,0.0092,0.0021277310924369746,0.0011431634521967817,0.022,0.024,0.022319327731092433,0.0005185629788417336,155.06,172.99,164.73588235294116,5.445658110471377,48.04,52.94,49.480504201680674,1.1057180485710842,0.033,0.04,0.036369747899159664,0.0019175650268972743,11.21,22.07,21.91768907563025,0.8899509989630104,5.96,41.81,22.02983193277311,12.640929770268727,26.88,27.28,27.199789915966388,0.031117681611162473
580,55.4879165649414,62.3465001424153,59.93839827200047,0.6716738893387593,54.8843004226684,59.447599919637,57.02126061297364,0.7615110123316833,74.6849497477213,75.2870164235432,75.0000935518081,0.04873800591950298,70.0065004984537,96.4421666463216,81.93813585769031,5.140924856676807,0.0,5.0,2.0109090909090908,1.2942422644739393,0.0,50.0,8.872727272727273,16.15962182637124,-32.0,25.0,-5.065454545454545,14.228944210693516,1.0,7.0,3.7854545454545456,2.048982138424657,12.155,13.34725,13.328037272727274,0.0755420118153083,0.909451583333333,8.67488616666667,7.371889130357576,0.697024523190752,5.73,6.7,6.027127272727273,0.39945049182766784,0.2,0.24,0.2208,0.012472451394798828,0.053,0.077,0.06937818181818182,0.009885599105509525,0.4,0.49,0.4218181818181818,0.03166262095950397,0.088,0.1,0.0930181818181818,0.003942519985419831,4.84,5.05,4.901090909090909,0.07043329730751294,0.0018,0.0092,0.003213818181818182,0.0027588659278220485,0.022,0.024,0.022563636363636366,0.0007727955783854679,155.06,172.99,165.7461090909091,5.403523362823741,48.04,52.94,50.000581818181814,1.5538037937896876,0.033,0.04,0.03656363636363636,0.001936620168619798,11.21,22.07,21.928545454545457,0.8281705680079827,5.96,41.81,22.456618181818182,11.99240178468691,26.88,27.28,27.20047272727273,0.0302325865578863
581,57.0044160207112,61.7096334457397,59.89763176971926,0.6966468999104456,53.1357500076294,58.3535499572753,56.53005899286027,0.8598086920924074,74.7761498769124,75.4627499898274,75.00039871221355,0.05250902567234966,64.52251663208,95.2930667877197,81.70478736020638,5.437648615416232,0.0,4.0,2.108433734939759,1.4509066814279281,0.0,60.0,13.204819277108435,23.578844589266627,-4.0,106.0,23.240963855421686,35.80849276227561,0.5,7.0,4.349397590361446,2.5245587363059485,13.169,13.2875,13.276539156626505,0.012580035021441255,0.5734428,6.37760566666667,5.817261807496653,0.5329643450003009,5.72,6.7,5.9634939759036145,0.40332219291059274,0.17,0.23,0.20373493975903617,0.01673157460631963,0.051,0.062,0.059771084337349394,0.0035853374156399266,0.39,0.49,0.40228915662650605,0.029648150456571962,0.076,0.1,0.09016867469879518,0.0065564901552468725,4.35,4.84,4.752570281124497,0.15183760186144177,0.0012,0.009,0.003717269076305221,0.003632967186267933,0.022,0.024,0.023124497991967873,0.0005577191535439868,156.35,172.73,165.92734939759035,4.6195148164635365,42.72,48.3,45.10843373493976,1.8593107996849483,0.031,0.04,0.035606425702811244,0.002721946142361625,2.76,22.05,21.876626506024095,1.4250667305612963,2.99,41.82,25.851004016064255,14.761303166228464,26.61,27.26,27.19831325301205,0.043146952863340915
582,57.5054499308268,63.1067501068115,60.0481333821161,0.5990868221236801,55.0169167836507,62.0671665827433,57.20464448657455,0.8120648089032027,74.7340833028157,75.3398333231608,75.00063211538098,0.04298266587787981,65.85853322347,93.7551162719726,80.69488132696111,4.9692927843614365,0.0,5.0,1.8168498168498168,1.904756517984194,0.0,60.0,16.205128205128204,26.176192653633205,-3.0,106.0,12.454212454212454,30.835884227423257,1.0,7.0,3.7472527472527473,2.4611394715423924,13.187,13.2975,13.282538461538461,0.014222622197867027,0.30594805,6.095767,5.454603383516483,0.5106661743779204,5.58,6.32,5.759340659340659,0.26135591941411723,0.19,0.22,0.19527472527472528,0.011441088814070757,0.053,0.058,0.05510989010989011,0.0015538179930502806,0.36,0.44,0.381978021978022,0.03186205724151034,0.075,0.1,0.0837032967032967,0.008033241377735818,4.34,4.62,4.512307692307692,0.09349909864786861,0.0026,0.005,0.0031714285714285716,0.0009526610232449338,0.021,0.023,0.02156043956043956,0.0007747218363537523,164.6,175.7,171.36340659340658,3.5346508126209786,43.2,49.56,45.902307692307694,2.0282006714822223,0.033,0.04,0.03669230769230769,0.0025711592188168305,10.25,22.05,21.95608058608059,0.7120710944014007,5.95,41.75,22.002747252747252,14.434885164221662,26.7,27.4,27.198681318681317,0.03913237689923928
583,57.0044160207112,61.7096334457397,59.88938323804221,0.7016175958431784,53.1357500076294,58.3535499572753,56.51829839333497,0.8692747387550839,74.7761498769124,75.4627499898274,75.00045544697724,0.055074262868722586,64.52251663208,95.2930667877197,81.71221340357772,5.498737035505203,0.0,4.0,2.0327868852459017,1.4283111914932929,0.0,60.0,11.836065573770492,22.871392325910623,-4.0,106.0,20.229508196721312,32.883079287999145,0.5,7.0,4.295081967213115,2.5213117122750557,13.169,13.2875,13.276512295081968,0.012703744970468642,0.4135258,6.24698633333333,5.649946676502733,0.5224373859614421,5.72,6.7,5.939180327868852,0.38414372774006456,0.17,0.23,0.20245901639344266,0.016595476373565617,0.051,0.062,0.05975409836065574,0.0037169647234965076,0.39,0.49,0.4034426229508197,0.03147330155524355,0.076,0.1,0.08967213114754098,0.00655140185162021,4.35,4.84,4.750327868852459,0.15906069150569851,0.0012,0.009,0.0036065573770491803,0.0035857912949147086,0.022,0.024,0.023081967213114753,0.0005531825457855297,156.35,172.73,165.7460655737705,4.589097575270475,42.72,47.1,44.98327868852459,1.7920553721893009,0.031,0.04,0.035573770491803276,0.002754474198775196,2.76,22.05,21.874344262295082,1.439567257625083,2.99,41.82,25.526106557377048,14.73435036448828,26.61,27.26,27.198237704918032,0.043420719728106634
584,58.5490337371826,61.9211497624715,60.00701078145593,0.38294288054883696,54.4951166788737,60.8472166061401,57.12680706990452,0.949552320568291,74.5394336700439,75.5103997548421,74.99999051197068,0.06971873129983848,66.6637336730957,95.1891331990559,81.46879942739058,5.401883413204899,0.0,5.0,1.5842696629213484,1.5375670809796527,0.0,60.0,13.07865168539326,21.10992963044361,-20.0,79.0,15.0,32.52945455327886,1.0,8.0,4.752808988764045,2.2341214091665527,10.954,13.155,13.13329213483146,0.13453808770444792,0.558641383333333,6.26117733333333,5.744489882209738,0.48109028078950344,5.65,5.94,5.725842696629214,0.11315843894947825,0.22,0.27,0.22880149812734082,0.019078043061867882,0.025,0.03,0.026501872659176032,0.0020526427708263298,0.37,0.47,0.39475655430711615,0.0387132885051058,0.09,0.12,0.09586516853932585,0.011236210607890472,7.14,8.21,7.452996254681648,0.42898903274033173,0.0012,0.0018,0.0013445692883895131,0.00022461015071703863,0.082,0.11,0.08907116104868913,0.010582587475161944,158.16,175.44,168.7838202247191,5.062449889613984,46.46,52.94,49.0636329588015,2.196522179337855,0.032,0.04,0.03583520599250936,0.002145767878460899,10.78,22.13,21.955468164794006,0.6886218570105328,5.95,47.66,28.38921348314607,13.286232505533526,26.43,27.25,27.197303370786518,0.0522162373187
585,57.808016649882,62.0635831832885,60.01747313237751,0.4453894535754559,55.0724335988362,62.367416636149,57.13599899230789,1.002942721191482,74.6737670898437,75.271533203125,75.00068714297561,0.059278506032791056,66.6637336730957,95.1891331990559,81.6390848538751,5.431501569812932,0.0,5.0,1.8395904436860069,1.711624989786545,0.0,60.0,15.890784982935154,22.994676656101902,-20.0,79.0,14.761092150170649,30.921313993378337,1.0,8.0,4.8668941979522184,2.2190094619429295,10.954,13.155,13.133482081911263,0.12855708173870195,0.405743583333333,8.32987466666667,6.680929812002276,0.7131577462352603,5.65,5.94,5.747303754266212,0.12608936228079498,0.22,0.27,0.22733788395904436,0.01772348004264692,0.025,0.03,0.026839590443686008,0.0022249063015927764,0.37,0.47,0.4023890784982935,0.04345236902014658,0.09,0.12,0.09524232081911263,0.010367526227350701,7.14,8.21,7.476143344709898,0.41260590993849455,0.0012,0.0018,0.0013440273037542661,0.00020840266429397855,0.082,0.11,0.08918771331058022,0.009878833704926022,157.12,175.44,167.93720136518772,5.493810622374859,43.49,52.94,48.8060409556314,2.3394579979867727,0.032,0.04,0.03590443686006826,0.001997707789252333,10.78,22.13,21.959351535836177,0.6574066337996057,5.95,47.66,28.979897610921505,13.14995055682777,26.43,27.25,27.197440273037543,0.05006092879388077
586,55.2762667973836,61.344599978129,59.93882496542221,0.7056323969542309,54.524116897583,58.8151835123697,56.94120357288611,0.8116740936658008,74.7136333465576,75.2591835021972,74.99916512713345,0.046628004098310506,66.6904832204183,96.1820499420166,81.0992936225114,5.411858906089082,0.0,5.0,1.4420289855072463,1.5136619819234483,0.0,54.0,8.173913043478262,16.03900384278197,-23.0,80.0,4.297101449275362,25.845107691163765,1.0,7.0,4.1231884057971016,1.7391864286111154,13.169,13.2875,13.27528713768116,0.014361271384433398,0.443739116666667,7.90032666666667,6.870796245410628,0.6305407594585524,5.63,6.37,5.762065217391304,0.25137818539973117,0.18,0.21,0.19641304347826088,0.010081290148943883,0.054,0.065,0.06094565217391305,0.005074780705556261,0.39,0.46,0.4173913043478261,0.034225016853993304,0.081,0.1,0.08794565217391304,0.005719562851257632,4.6,4.86,4.788260869565217,0.09664113969435063,0.0022,0.0082,0.003841304347826087,0.002543790393333812,0.023,0.024,0.02385869565217391,0.00034896798725167266,162.93,170.8,167.88119565217391,2.6982692806077875,47.46,51.9,49.51554347826087,1.4170076261785571,0.034,0.04,0.036369565217391306,0.0014451226406918946,10.29,22.23,21.92800724637681,0.8515090433203801,5.96,41.83,24.33894927536232,10.111543177844696,27.0,27.25,27.198949275362317,0.025541074929686953
