Cykl_1,HMG,HL,Natezenie_prad_amax,Natezenie_prad_mean,Sklad_Cu_amin,Sklad_Cu_amax,Sklad_Cu_mean,Tiomocznik_mean,NaCl_mean,Klej_amin
0,1,0,13.6345,13.21522074468085,41.59,44.53,42.99840425531914,21.853546099290774,34.54829787234043,25.23
1,1,0,13.6345,13.217421810699587,40.79,45.34,42.78308641975309,21.85880658436214,38.48798353909465,25.32
1,1,0,13.80125,13.782049796747968,40.9,44.09,42.83065040650406,22.79910569105691,36.71089430894309,12.42
0,1,0,13.6155,13.076513745704467,41.27,45.36,43.139381443298966,21.81006872852233,33.753024054982816,25.46
0,1,0,13.57,13.127741847826089,41.21,43.98,42.483260869565214,16.040797101449275,22.9468115942029,18.87
0,0,1,13.457,13.00285,40.94,45.41,42.72698039215686,21.805607843137256,36.7801568627451,25.25
1,1,0,13.457,12.99951581027668,40.94,45.41,42.70577075098814,21.8002371541502,36.807588932806325,25.25
0,1,0,13.457,12.992993371212124,41.53,43.52,42.7475,21.78606060606061,33.65113636363636,25.47
1,1,0,13.6315,13.167935185185186,41.59,44.53,42.806543209876544,21.77934156378601,35.27831275720164,25.23
1,1,0,13.457,12.984970472440944,41.53,43.52,42.784606299212605,21.77393700787401,34.48389763779527,25.47
0,1,0,13.6315,13.149297038327528,41.1,45.34,42.80738675958189,21.74547038327526,34.72588850174216,12.26
0,1,0,13.455,12.970195454545454,40.94,45.07,42.97341818181818,21.7404,35.94323636363636,25.25
0,1,0,13.57,13.073800986842103,40.34,44.36,41.967894736842105,21.722368421052632,33.74871710526316,25.34
1,1,0,13.455,12.962292322834646,40.94,45.07,42.87472440944882,21.727755905511813,36.04200787401575,25.25
1,1,0,13.56925,13.06238596491228,41.21,43.98,42.507236842105264,15.912236842105264,23.905,18.87
1,1,0,13.798,13.78006798245614,40.78,44.09,43.122280701754384,22.79881578947369,33.00114035087719,12.42
1,1,0,13.53175,13.120617283950615,41.59,44.53,42.88399176954732,21.70345679012345,35.34991769547325,25.23
0,1,0,13.08275,13.058856630824373,40.34,43.5,41.872365591397845,21.695698924731182,32.5041935483871,25.34
0,1,0,12.96,12.946851461038962,40.94,45.09,43.42149350649351,21.69967532467533,37.53899350649351,25.25
1,1,0,13.798,13.781252851711027,41.38,44.36,42.72441064638783,22.79505703422053,31.153155893536123,26.88
0,1,0,13.15275,13.117815789473685,41.59,44.53,43.18042763157895,21.698190789473685,35.53398026315789,25.23
1,1,0,13.11475,12.994161417322834,42.24,45.68,43.63358267716536,21.69720472440945,30.905669291338583,25.3
0,1,0,13.798,13.78069318181818,41.38,44.36,42.72636363636364,22.79492424242424,31.35037878787879,26.88
1,0,1,12.96,12.946419444444444,40.94,45.09,43.37266666666667,21.69962962962963,38.06648148148148,25.25
1,1,0,13.07425,13.061272821576765,40.62,46.1,42.81041493775933,27.093070539419088,43.72153526970954,32.42
0,1,0,13.15275,13.1176106271777,41.59,44.53,43.18132404181184,21.698397212543554,36.89522648083624,25.23
0,1,0,13.08275,13.059701827242524,41.22,43.98,42.53205980066445,15.90033222591362,24.469933554817278,18.87
0,1,0,12.96,12.946441419141914,41.53,43.52,42.536699669967,21.697326732673268,29.9263696369637,25.47
1,1,0,13.08225,13.062965725806452,40.62,46.1,42.986330645161296,27.09560483870968,42.81229838709677,32.42
1,1,0,13.15275,13.119964566929134,41.1,45.34,42.98468503937008,21.696259842519687,36.52389763779527,12.26
1,1,0,13.797,13.78164537444934,41.38,44.36,42.64533039647577,22.79687224669604,30.381762114537445,26.88
1,1,0,13.08225,13.063415338645418,40.62,46.1,43.0089641434263,27.095577689243022,42.739561752988045,32.42
0,1,0,13.08225,13.06295,40.62,46.1,43.0932,27.094066666666667,44.1402,32.42
0,1,0,13.08225,13.063086642599275,40.62,46.1,43.06989169675091,27.09361010830325,44.73667870036101,32.42
1,0,1,12.96,12.945732978723404,40.94,45.09,43.59165957446808,21.69927659574468,35.76344680851064,25.25
1,1,0,13.11475,12.993838582677164,42.24,45.68,43.37240157480315,21.698267716535437,34.695629921259844,25.33
0,1,0,13.15275,13.116720070422534,41.59,44.53,43.24464788732394,21.698098591549297,33.80443661971832,25.23
1,1,0,13.15275,13.120819214876033,41.59,44.53,43.152561983471074,21.69809917355372,35.026074380165284,25.23
1,1,0,13.1075,12.988514462809915,41.27,44.15,42.69892561983471,21.697685950413224,29.33595041322314,25.46
0,1,0,12.96,12.944983009708736,41.53,43.52,42.50822006472492,21.69775974025974,28.64006493506493,25.47
0,1,0,13.107,12.992780511811024,42.24,44.96,43.31732283464567,21.698267716535437,35.00464566929134,25.33
0,1,0,13.15275,13.117667543859648,41.1,45.34,43.19824561403509,21.695473684210526,37.04817543859649,12.26
1,1,0,13.15275,13.11669123505976,41.1,45.34,43.24,21.694780876494026,37.02573705179282,12.26
1,1,0,13.1055,12.98766911764706,42.24,44.96,43.233319327731095,21.69806722689076,34.08848739495799,25.33
1,1,0,13.08225,13.064109574468086,40.62,46.1,43.097191489361705,27.095531914893616,46.21787234042554,32.42
0,1,0,13.80125,13.784611007462686,40.78,45.41,43.53003731343284,22.79839552238806,28.097276119402984,26.78
0,1,0,13.15275,13.118079887218046,41.59,44.53,43.446390977443606,21.69766917293233,30.244022556390977,25.23
0,1,0,13.08275,13.060536964980544,40.34,45.31,42.30140077821012,21.69785992217899,27.43229571984436,25.34
1,1,0,13.08275,13.060027659574468,40.34,45.31,42.12272340425532,21.697531914893617,27.11131914893617,25.34
1,1,0,13.80125,13.78398245614035,40.78,45.41,43.38697368421053,22.798377192982453,30.14745614035088,26.78
0,1,0,13.10225,13.088231075697212,41.27,44.89,43.03621513944224,21.697290836653387,28.602509960159363,25.46
1,1,0,13.10075,13.08799017467249,41.27,44.89,42.93017467248908,21.69711790393013,29.83231441048035,25.46
1,1,1,12.96,12.9439437751004,41.53,43.02,42.3533734939759,21.696746987951805,28.863413654618476,25.47
0,1,0,12.96,12.943797445255475,41.53,43.02,42.3764598540146,21.69783882783883,28.26820512820513,25.47
0,1,0,13.08275,13.061611320754718,40.34,45.31,42.44686792452831,21.69814393939394,24.444015151515156,25.34
0,1,0,13.2795,13.07005633802817,41.22,43.98,43.01922535211268,15.921166077738514,23.47127208480565,18.87
1,1,0,13.08225,13.06357587548638,40.62,46.1,43.55198443579767,27.0934375,46.6726171875,32.42
1,1,0,13.80125,13.784448888888887,41.38,45.31,42.89111111111111,22.795377777777777,23.430888888888887,26.88
0,1,0,13.80125,13.784730532786886,41.38,45.31,43.079467213114754,22.795802469135804,22.26374485596708,26.88
1,1,0,13.80125,13.784236486486488,40.78,45.41,43.43238738738739,22.797702702702704,26.72855855855856,26.9
1,1,0,13.08275,13.061233333333332,41.22,43.98,42.94733333333333,15.89949790794979,23.699874476987446,18.87
0,1,0,13.08225,13.064621134020618,41.76,46.1,43.70762886597938,27.09568965517241,44.58148275862069,32.42
0,1,0,13.80125,13.784169811320757,41.38,47.46,43.54520754716981,22.79742424242424,23.190909090909088,27.14
0,1,0,13.10225,13.086658266129032,41.97,45.78,43.63548387096775,21.699352226720645,27.19522267206478,25.55
1,1,0,13.80125,13.783698207171316,40.78,47.25,43.93266932270917,22.7996,25.72868,26.97
1,1,0,13.3465,13.132484375,40.64,45.57,43.250073529411765,21.724538745387456,36.335904059040594,12.26
0,1,0,13.08225,13.06481484962406,41.76,46.1,43.810225563909775,27.09535849056604,44.95241509433962,32.42
1,1,0,13.29975,13.089668049792532,42.24,44.96,43.41053941908714,21.69920833333333,32.01029166666667,25.33
1,1,0,13.08225,13.064279605263158,42.74,46.1,43.87157894736843,27.09440528634361,46.461189427312775,32.42
0,1,0,13.16,12.981079545454543,41.53,43.68,42.539020979020975,21.754210526315788,32.19561403508772,25.66
0,1,0,13.80125,13.783093992248062,41.38,47.46,43.75151162790697,22.79708171206226,23.565369649805447,27.14
0,1,0,13.2795,13.102121402877698,40.51,45.31,43.218489208633095,21.71,26.46826714801444,11.17
1,1,0,13.29975,13.115960424710424,41.53,45.78,43.8123166023166,21.740891472868217,26.95891472868217,25.55
1,1,0,13.3465,13.13594246031746,40.64,45.57,43.18,21.72980079681275,34.700039840637444,12.26
0,1,0,13.29975,13.112829365079364,41.53,45.78,43.86571428571428,21.736135458167333,26.48179282868526,25.55
1,1,0,13.302,13.128709107806692,42.24,44.96,43.50609665427509,21.757574626865672,32.50981343283582,25.68
1,1,0,13.80125,13.783777358490566,40.78,47.25,44.25011320754717,22.79969696969697,26.863598484848485,26.97
0,1,0,13.347,13.175082203389833,40.64,45.57,42.87013559322034,21.783877551020407,33.7462925170068,12.26
0,1,0,13.80125,13.784533653846154,40.78,47.25,44.28646153846154,22.79976833976834,26.85888030888031,26.93
0,1,0,13.80125,13.785458984375,42.08,47.46,43.996484375,22.797529411764707,22.985960784313725,27.14
1,1,0,13.2795,13.093801948051947,41.65,45.31,43.4325974025974,21.685739130434783,24.851304347826087,11.17
1,1,0,13.16,13.006912769784172,41.53,43.68,42.639352517985614,21.79054151624549,30.063754512635377,25.66
1,1,0,13.3465,13.159759036144576,40.64,45.57,43.01377510040161,21.764112903225808,35.823508064516126,12.26
1,1,0,13.2795,13.12236560150376,41.22,43.98,42.85165413533835,16.066490566037736,24.73166037735849,18.94
0,1,0,13.347,13.188265679442509,41.79,45.57,43.8187456445993,21.806153846153848,26.911153846153848,25.26
0,1,0,13.16,13.020083910034602,43.58,45.09,44.36235294117647,21.809756944444445,38.54309027777778,25.62
0,1,0,13.80125,13.78515625,40.78,47.25,44.60157142857143,22.79964157706093,26.080465949820788,26.93
0,1,0,13.28375,13.152843344155844,41.22,43.94,42.74194805194805,15.99944625407166,26.480651465798047,0.03
1,1,0,13.302,13.152492248062014,42.24,44.96,43.56639534883721,21.79396887159533,34.52571984435798,25.69
0,1,0,13.16,13.02565625,41.53,43.68,42.64565972222223,21.818188153310103,31.23470383275261,25.73
1,1,0,13.16,13.0118,43.58,45.09,44.34808,21.7970281124498,38.62132530120481,25.62
0,1,0,13.34825,13.210170875420877,41.79,45.57,43.8879797979798,21.835777027027028,29.79243243243243,25.53
0,1,0,13.16,13.034794169611308,43.58,45.28,44.33261484098939,21.829751773049644,40.7722695035461,25.4
1,1,0,13.16,13.024425,41.53,43.68,42.704800000000006,21.81710843373494,30.78686746987952,25.73
1,1,0,13.347,13.194495,41.79,45.57,43.78772,21.81718875502008,27.79630522088353,25.68
1,1,0,13.2795,13.135412995594711,41.22,43.94,42.78321585903084,16.102522123893806,26.44694690265487,19.15
0,1,0,13.0795,13.066409863945578,42.74,46.1,43.914693877551024,27.09354948805461,39.410614334470985,32.71
0,1,0,13.30225,13.193468085106383,42.3,45.02,43.8181914893617,21.85334519572954,36.02736654804271,25.7
0,1,0,13.80125,13.785085664335664,42.89,47.46,44.64979020979021,22.79961403508772,26.33021052631579,27.02
1,1,0,13.16,13.033834061135371,43.58,45.09,44.24218340611353,21.83078947368421,39.34754385964912,25.62
0,1,0,13.80125,13.784846385542169,42.89,47.46,44.665140562249,22.799879032258065,24.670201612903227,27.14
1,1,0,13.16,13.05132874015748,43.58,45.28,44.2792125984252,21.85395256916996,40.154901185770754,25.4
1,1,0,13.347,13.21835612244898,40.64,45.57,43.0904081632653,21.84987704918033,36.6319262295082,24.84
0,1,0,13.0795,13.066456896551724,42.74,45.76,43.83793103448276,27.09387543252595,39.43121107266436,32.71
0,0,1,13.16,13.060760147601476,43.58,45.28,44.2690405904059,21.875555555555557,39.94522222222222,25.4
0,1,0,13.0795,13.066366666666664,42.74,46.72,43.93453333333333,27.09397993311037,38.7794983277592,32.71
1,1,0,13.28375,13.185538844621515,42.26,45.31,43.55669322709163,21.82476,30.83576,11.17
0,1,0,13.34825,13.248499110320283,40.64,45.57,43.1632384341637,21.889535714285717,33.06589285714286,24.84
0,0,1,13.16,13.075223214285714,43.58,45.28,44.26292207792208,21.899218241042348,38.70758957654723,25.4
1,1,0,13.28375,13.185896860986547,42.26,45.31,43.50286995515695,21.81454954954955,29.80563063063063,11.17
0,1,0,13.30225,13.225972033898303,41.53,45.78,43.798,21.90959183673469,27.919081632653057,25.55
0,1,0,13.34825,13.26614345637584,41.79,45.57,44.08677852348993,21.90986531986532,28.97373737373737,25.53
0,1,0,13.30225,13.224467971530247,42.52,45.02,43.84615658362989,21.904285714285717,33.169178571428574,25.7
0,1,0,13.0795,13.066451986754966,42.74,46.72,44.17986754966887,27.094418604651164,38.71063122923588,32.71
1,1,0,13.30225,13.219755341880342,42.52,45.02,43.80564102564103,21.89274678111588,32.71862660944206,25.7
0,1,0,13.30225,13.234169435215946,42.52,45.02,43.89810631229236,21.91873333333333,32.71306666666667,25.7
1,1,0,13.34825,13.265474173553718,41.79,45.57,43.862355371900826,21.90858921161826,29.350829875518677,25.53
1,1,0,13.16,13.083347161572052,43.58,45.28,44.24890829694324,21.902149122807018,40.64881578947369,25.4
0,1,0,13.34825,13.283112627986348,40.64,46.08,43.33116040955632,21.933630136986302,28.12188356164384,25.47
0,1,0,13.80075,13.784889679715302,43.25,47.25,45.14725978647687,22.796714285714284,27.11810714285714,26.17
0,1,0,13.58225,13.237074750830566,42.26,45.31,43.73139534883721,21.908066666666667,29.9579,11.17
1,1,0,13.28375,13.22530278884462,41.65,44.16,42.991633466135454,16.180600000000002,26.44992,0.03
1,1,0,13.34825,13.277856828193832,41.79,45.57,43.8904845814978,21.92703539823009,29.75190265486726,25.53
0,1,0,13.59675,13.266785598705502,41.53,46.51,44.01660194174757,21.969448051948053,29.054902597402595,25.73
1,1,0,13.16,13.106709854014598,42.19,43.68,42.90591240875912,21.946666666666665,31.977619047619047,25.71
1,1,0,13.28375,13.230213,42.26,45.31,43.649080000000005,21.890602409638557,32.14020080321285,11.17
0,1,0,13.80075,13.784454545454544,43.79,47.46,45.393076923076926,22.80224561403509,28.89217543859649,27.02
0,1,0,13.80075,13.7845409556314,42.2,47.25,45.14409556313993,22.797808219178084,28.341780821917805,26.17
0,1,1,13.45075,13.136946366782006,42.19,43.68,42.91415224913495,21.990659722222222,32.06166666666667,25.71
1,1,0,13.596,13.265801470588237,42.84,45.02,43.938235294117646,21.963690036900367,32.936494464944644,25.75
1,1,0,13.596,13.274637037037037,41.53,46.51,43.83044444444444,21.977888888888888,30.757,25.83
1,1,0,13.34825,13.308190871369296,41.79,45.57,44.21410788381743,21.96908713692946,31.75207468879668,25.53
1,1,0,13.0795,13.068116803278688,43.1,46.72,44.3372131147541,27.095737704918037,36.08336065573771,32.71
0,1,0,13.588,13.300852842809364,41.65,44.59,43.29096989966556,16.745217391304347,25.47277591973244,0.03
0,1,0,13.0795,13.06802319587629,43.1,46.72,44.47745704467354,27.09491408934708,38.767560137457046,32.71
1,1,0,13.80075,13.784169921875,43.79,47.46,45.2871875,22.802265625,29.9243359375,27.02
1,1,0,13.588,13.296576086956522,42.4,45.15,43.73797101449276,21.994818840579708,31.904963768115945,11.17
0,1,0,13.0795,13.068263754045308,43.1,46.72,44.520064724919095,27.09533980582524,39.35491909385113,32.71
1,1,0,13.64425,13.350925551470588,40.64,46.08,43.228235294117646,22.038639705882357,23.97639705882353,25.47
1,1,0,13.45225,13.182525179856116,42.19,44.27,43.01079136690648,22.05982014388489,33.21453237410072,25.71
1,1,0,13.65,13.363380909090909,41.79,45.57,44.080254545454544,22.05527272727273,27.62956363636364,25.53
0,1,0,13.6025,13.345741349480967,42.83,45.02,43.8657785467128,22.090934256055363,32.76342560553633,25.75
0,1,0,13.80075,13.785316037735848,42.2,47.25,44.777245283018864,22.797509433962265,28.80901886792453,26.01
1,1,0,13.80075,13.785557481751823,42.2,47.25,44.73390510948905,22.797518248175184,29.504744525547444,26.01
1,1,0,13.588,13.335227992957746,42.4,45.15,43.57521126760564,22.10433098591549,34.07524647887324,25.55
0,1,0,13.65,13.39742300380228,40.64,46.08,43.48684410646388,22.09809885931559,26.83878326996198,25.47
0,1,0,13.65,13.416841549295771,40.64,46.08,43.545352112676056,22.131302816901407,28.669084507042253,25.47
0,1,0,13.588,13.372619706840393,42.4,44.58,43.506026058631925,22.16827361563518,34.15771986970684,25.55
1,1,0,13.45375,13.216769160583942,41.08,44.27,42.82598540145985,22.12766423357664,33.13335766423358,25.71
1,1,0,13.588,13.33708560311284,41.65,46.01,43.44249027237354,17.01338521400778,25.922684824902724,0.03
0,1,0,13.6025,13.36950182481752,41.53,46.51,44.09948905109489,22.133102189781024,28.41244525547445,25.89
1,1,0,13.80075,13.786058550185874,43.79,47.15,45.631672862453534,22.801338289962825,31.34527881040892,27.02
1,1,0,13.0795,13.067832474226805,43.1,46.72,44.83398625429553,27.094810996563574,40.76838487972509,32.72
0,1,0,13.80075,13.786406862745098,42.2,46.4,44.71450980392157,22.797803921568622,29.56192156862745,26.01
0,1,0,13.6025,13.383801305970149,42.83,45.02,43.922014925373134,22.1539552238806,28.79485074626865,25.75
0,1,0,13.65,13.447405141843973,41.74,46.08,43.957304964539006,22.18216312056737,29.85145390070922,25.47
1,1,0,13.79925,13.785703422053231,43.79,47.15,45.68692015209125,22.801216730038025,31.079163498098858,27.02
1,1,0,13.0795,13.067843065693433,43.1,46.72,44.88058394160584,27.094197080291973,40.9185401459854,32.72
1,1,0,13.79925,13.785857407407407,42.2,46.4,44.599851851851845,22.798074074074076,29.70281481481481,26.01
1,1,0,13.45375,13.23510657370518,40.92,44.27,42.65752988047809,22.157290836653385,33.419601593625494,25.71
1,1,0,13.588,13.397716101694916,42.4,44.58,43.62359322033898,22.21054237288136,34.40552542372881,25.55
0,1,0,13.588,13.38764232209738,41.65,46.01,43.6203745318352,17.525805243445696,29.079026217228467,0.03
0,1,0,13.588,13.413312908496732,41.65,46.01,43.5221568627451,17.834411764705884,30.12313725490196,0.03
0,1,0,13.604,13.423447183098592,40.92,45.78,44.0099647887324,22.222922535211268,28.06580985915493,25.75
0,1,0,13.454,13.276053508771929,43.41,45.68,44.27992982456141,22.227087719298247,40.88775438596491,25.4
1,1,0,13.604,13.425593531468532,42.29,46.51,44.248111888111886,22.229475524475525,31.127937062937065,25.89
1,1,0,13.79925,13.786028181818182,43.79,47.15,45.61770909090909,22.8008,31.453418181818183,27.02
0,1,0,13.45375,13.26430534351145,40.81,44.27,42.45213740458015,22.20587786259542,34.83309160305344,25.71
1,1,0,13.79925,13.785977642276425,42.2,46.4,44.53967479674797,22.79817073170732,31.79089430894309,26.01
0,1,0,13.454,13.295115051903114,40.48,44.27,42.222179930795846,22.25588235294117,35.702837370242214,25.71
0,1,0,13.65,13.487925531914891,42.01,45.55,43.94670212765957,22.250709219858155,25.48560283687943,25.53
0,1,0,13.454,13.302801155115512,43.41,45.68,44.37452145214521,22.274620462046204,39.39026402640264,25.4
1,1,0,13.65,13.494392727272729,41.68,46.08,44.07723636363636,22.26090909090909,29.12781818181818,25.47
1,1,0,13.65,13.500794444444445,42.01,45.55,43.85481481481481,22.27114814814815,24.397111111111112,25.53
1,1,0,13.604,13.441061752988048,42.29,46.51,44.34788844621514,22.255338645418327,29.624741035856577,25.89
1,1,0,13.79925,13.786873636363635,40.15,46.4,43.98927272727273,22.79756363636364,30.314836363636363,26.01
0,1,0,13.65,13.51744680851064,41.68,46.08,43.9,22.29968085106383,27.656028368794328,26.12
0,1,0,13.588,13.465065573770492,42.06,44.58,43.568295081967214,22.32439344262295,29.227344262295084,26.0
1,0,1,13.454,13.317986538461538,43.41,45.68,44.272,22.30092307692308,38.70830769230769,25.84
0,1,0,13.454,13.32326607142857,42.45,45.68,44.27514285714286,22.314857142857143,38.10753571428572,25.84
1,1,0,13.454,13.324957706766916,43.41,45.68,44.30736842105263,22.316766917293236,38.39725563909774,25.84
1,1,0,13.604,13.47912,42.29,46.51,44.40930909090909,22.321454545454543,30.92498181818182,26.2
0,1,0,13.588,13.477017210144927,42.06,44.58,43.54054347826087,22.34213768115942,29.087065217391302,26.0
0,1,0,13.604,13.502405612244898,40.92,45.78,43.655748299319725,22.35738095238095,28.62510204081633,26.15
1,1,0,13.7975,13.78588645038168,44.8,46.51,45.65862595419847,22.800610687022903,30.622786259541986,27.17
0,1,0,13.454,13.361959703947369,41.68,45.68,43.898980263157895,22.370559210526316,35.21240131578947,25.84
1,1,0,13.604,13.505498127340823,40.92,45.78,43.651610486891386,22.35988764044944,28.75138576779026,26.15
1,1,0,13.588,13.484135826771654,42.67,46.01,43.883622047244096,18.859015748031496,26.986653543307085,11.75
0,1,0,13.65,13.564646126760564,42.01,45.55,43.951584507042256,22.38049295774648,23.615281690140844,26.2
0,1,0,13.65,13.57282950819672,39.44,45.55,43.90662295081968,22.39354098360656,23.832,26.2
1,1,0,13.07875,13.069269455252918,43.54,46.72,44.86070038910506,27.095836575875488,39.61420233463035,32.54
1,1,0,13.7975,13.785632096069868,44.8,46.51,45.722096069869,22.799650655021832,31.039388646288213,27.17
1,1,0,13.454,13.374107692307692,41.68,45.68,44.02830769230769,22.39280769230769,36.68811538461539,25.84
