Cykl_1,HMG,HL,Anoda_ANALIZA As,Anoda_ANALIZA As_amin,Anoda_ANALIZA As_amax,Anoda_ANALIZA Ni,Anoda_ANALIZA Ni_amin,Anoda_ANALIZA Bi,Anoda_ANALIZA Bi_amin,Anoda_ANALIZA Bi_amax,Anoda_ANALIZA Sn,Anoda_ANALIZA Sn_amax,Czas_h,Poziom_naporowe_amax,Poziom_naporowe_mean,Poziom_naporowe_std,Poziom_cyrkulacyjne_amin,Poziom_cyrkulacyjne_std,Sklad_Au_amin,Sklad_Au_amax,Sklad_Au_mean,Sklad_Sb_amin,Sklad_Sb_mean,Sklad_Bi_amin,Sklad_Bi_amax,Sklad_Bi_mean,Sklad_Ca_amin,Sklad_Ni_std,Sklad_H2SO4_amin,Sklad_H2SO4_std,Sklad_Cu_amin,Sklad_Cu_std,Sklad_Cl_amax,Sklad_Cl_mean,Sklad_Cl_std
1,1,0,0.15,0.14,0.16,0.07,0.07,0.0044,0.0043,0.0045,0.00065,0.0007,232.0,75.4131498972574,75.00032675960662,0.0612812579239702,66.4918501536051,5.618830558681798,5.34,5.93,5.607025862068965,0.23,0.23,0.053,0.058,0.0552629310344827,0.35,0.0798116905980127,168.59,4.630298743891159,42.73,0.7248747749227438,0.039,0.0350258620689655,0.0022790641616141
1,1,0,0.14,0.14,0.14,0.06,0.05,0.00435,0.0043,0.0044,0.0004,0.0006,227.0,75.2900666554768,75.00682217641156,0.0581732912161136,66.3350667317708,4.911064733962728,4.12,5.02,4.518684210526316,0.22,0.228859649122807,0.016,0.019,0.0176710526315789,0.31,0.6770505631252437,168.75,2.362296922108458,40.88,1.439038310867277,0.036,0.0337236842105263,0.0015129282883086
0,1,0,0.1325,0.11,0.17,0.0875,0.06,0.004425,0.0044,0.0045,0.000625,0.0008,274.0,75.3530334472656,75.00049810065298,0.0602763701208659,65.9681997934977,4.961503782343491,4.95,5.86,5.443054545454546,0.24,0.24,0.06,0.061,0.0605418181818181,0.33,0.3294433260964463,164.96,4.523200977069754,42.27,0.7562818541169848,0.037,0.034410909090909,0.0017071845528661
1,1,0,0.145,0.14,0.16,0.0625,0.05,0.0044,0.0043,0.0045,0.000475,0.0008,244.0,75.4131498972574,75.00010308566421,0.0616859752351985,66.4918501536051,5.693530465288202,5.34,5.93,5.633795918367347,0.23,0.23,0.053,0.058,0.0554897959183673,0.35,0.0801630990480005,168.59,4.582372640498976,42.73,0.7456175069774545,0.039,0.0350204081632653,0.002205523950968
1,1,0,0.141,0.13,0.16,0.0925,0.08,0.004025,0.0034,0.0051,0.000655,0.0008,242.0,75.4192831675211,75.00012648813784,0.0486526015661445,65.87648340861,5.270934685626539,5.19,5.86,5.533237704918033,0.22,0.22,0.056,0.06,0.0580491803278688,0.34,0.2454293613431295,170.78,3.1433084432981024,41.21,0.6818741151501626,0.036,0.0340901639344262,0.0012070035568231
0,1,0,0.1394999999999999,0.12,0.15,0.0765,0.07,0.004135,0.0041,0.0042,0.00057,0.0007,292.0,75.5778171539306,74.99972398106351,0.0777871642480636,66.3301002502441,4.849121418065012,5.76,6.68,6.277945205479451,0.22,0.2292465753424657,0.058,0.064,0.0603595890410958,0.36,0.1756427862544479,163.06,5.212642607559993,40.9,1.688697583370054,0.038,0.035208904109589,0.0016479257495399
0,1,0,0.1275,0.12,0.15,0.09,0.08,0.005225,0.0041,0.0056,0.0011,0.0014,270.0,75.4250831604003,75.00092212728612,0.0805977803165504,67.3886325836181,4.841500458784833,6.1,7.0,6.647970479704797,0.23,0.2421771217712177,0.068,0.069,0.0683911439114391,0.39,0.1466728165992297,170.02,3.0161165604451123,41.68,1.1798630055083126,0.038,0.0347822878228782,0.0020386587652904
1,1,0,0.16,0.16,0.16,0.1,0.1,0.0041,0.0041,0.0041,0.0006,0.0006,256.0,75.431867090861,75.00129744060462,0.0712976019497816,66.0255664825439,5.373510677758617,5.1,5.85,5.54941634241245,0.2,0.2120233463035019,0.059,0.059,0.059,0.34,0.2602365531480117,167.86,4.129260463413297,41.79,1.051706292637239,0.036,0.0339571984435797,0.0015290535048266
1,1,0,0.125,0.12,0.14,0.0875,0.05,0.0044,0.0044,0.0044,0.00035,0.0004,275.0,75.4250831604003,75.0019179878603,0.080971081184388,67.3886325836181,4.943153664778997,6.1,7.0,6.656521739130435,0.23,0.2427173913043478,0.065,0.069,0.0683188405797101,0.38,0.1445742238172417,168.96,3.061553095363781,41.68,1.1865949085274785,0.038,0.0347463768115942,0.0020201227476761
1,1,0,0.1349999999999999,0.12,0.16,0.095,0.08,0.00435,0.0043,0.0044,0.000475,0.0008,232.0,75.4548831939697,75.00110537841006,0.0840827457070722,63.1388998667399,5.915255122794592,5.47,5.74,5.620643776824034,0.22,0.2423175965665236,0.059,0.06,0.0594420600858369,0.31,0.26875842997128,165.97,6.256965959086849,41.53,1.3389051542165376,0.037,0.0341030042918454,0.0016680670945372
0,1,0,0.15,0.11,0.17,0.105,0.06,0.004425,0.0043,0.0045,0.000675,0.0008,264.0,75.431867090861,75.00090514936379,0.0720827746141642,66.0255664825439,5.447401663766119,5.1,5.85,5.560227272727272,0.2,0.211590909090909,0.059,0.059,0.059,0.34,0.25855540744887,167.86,4.101996377710674,41.79,1.0384291095470934,0.036,0.0340227272727272,0.0015475525094301
1,1,0,0.147,0.14,0.16,0.081,0.07,0.00448,0.0041,0.0048,0.0009199999999999,0.0014,251.0,75.4131498972574,75.00118766757637,0.0581047033569573,64.5849000295003,5.712641412225842,5.34,5.93,5.707579365079365,0.23,0.23,0.053,0.058,0.0561150793650793,0.35,0.0776952521321798,165.51,4.5712326516119965,42.73,0.745416649367815,0.038,0.0342222222222222,0.0019140449186005
1,1,0,0.138,0.1,0.16,0.0785,0.07,0.004265,0.004,0.0044,0.0008049999999999,0.0012,240.0,75.431867090861,75.00055591031392,0.0709787290551095,66.0255664825439,5.41043580545481,5.1,5.85,5.554356846473029,0.2,0.2118257261410788,0.059,0.059,0.059,0.34,0.2595374049958459,167.86,4.189282873696943,41.79,1.061584048280162,0.036,0.0339128630705394,0.0015236607842098
0,1,0,0.155,0.15,0.16,0.125,0.11,0.00475,0.0047,0.0048,0.0005,0.0008,276.0,75.2902500152587,74.99931219266179,0.0561758920091614,65.9681997934977,4.767526107290966,4.95,5.86,5.545652173913044,0.24,0.2406521739130434,0.06,0.065,0.0609347826086956,0.31,0.304689357777856,164.86,4.894908174779766,42.84,0.7559045049166966,0.038,0.0346521739130434,0.0018941140367437
0,1,0,0.16,0.13,0.18,0.0875,0.07,0.004425,0.0041,0.0046,0.000875,0.0014,289.0,75.3653666178385,75.00035025781106,0.0698938807684823,68.5605997721354,4.474964457563087,4.99,5.84,5.577758620689656,0.19,0.2134137931034482,0.049,0.058,0.0509862068965517,0.32,0.0606757968281036,168.96,3.197113377814861,41.84,1.2293082543262357,0.037,0.0344793103448275,0.001446121004175
0,1,0,0.1575,0.15,0.16,0.1075,0.03,0.0042,0.0033,0.0047,0.0006,0.0014,252.0,75.5590000152587,74.9999322608802,0.0645610250657865,68.3486170450846,4.483311282771897,5.24,5.6,5.481778656126481,0.2,0.203596837944664,0.053,0.061,0.0537588932806324,0.33,0.0216920250047066,164.35,4.90004196081706,39.67,1.077506130700763,0.036,0.0332806324110671,0.0017717750703902
1,1,0,0.1319998943643374,0.08,0.18,0.08,0.04,0.0039850324829662,0.003,0.0049,0.0006399926055036,0.0009,251.0,75.5043839772542,75.0011927178257,0.0608479385988397,67.0301500956217,5.394099879801838,5.86,6.3,6.154940711462451,0.22,0.2342687747035573,0.062,0.066,0.0627430830039525,0.38,0.0771520815764178,168.96,6.046781535366144,40.79,1.1522049173885858,0.036,0.0339051383399209,0.0010191097113667
1,1,0,0.139,0.13,0.17,0.082,0.08,0.004495,0.0039,0.0046,0.000505,0.0006,280.0,75.5590000152587,75.00058715526278,0.0653617817612276,68.3486170450846,4.501114454290999,5.24,5.6,5.483107142857143,0.2,0.2063571428571428,0.053,0.061,0.0545428571428571,0.33,0.0646032437967553,164.35,5.025256853146146,39.67,1.0523168791443418,0.036,0.0333392857142857,0.00168991087668
0,1,0,0.125,0.12,0.13,0.1,0.08,0.00465,0.0046,0.0047,0.0008,0.001,244.0,75.5043839772542,75.00043097744205,0.0610447373348505,67.0301500956217,5.41449228970535,5.86,6.3,6.158122448979592,0.22,0.2335510204081632,0.062,0.063,0.0626775510204081,0.38,0.074939297392915,169.51,6.026676376456358,40.79,1.1389965781710287,0.036,0.0339020408163265,0.0010355345883035
1,1,0,0.1625,0.13,0.18,0.0875,0.07,0.004575,0.0045,0.0046,0.00095,0.0013,277.0,75.2902500152587,75.00116525278753,0.0553676630715566,65.9681997934977,4.891300657270898,4.95,5.86,5.585107913669065,0.24,0.2413309352517985,0.06,0.065,0.0612697841726618,0.31,0.2832147351182291,163.08,5.131580565713431,42.14,0.8375427729540377,0.038,0.0346115107913669,0.0019264857040095
1,1,0,0.165,0.16,0.18,0.1,0.1,0.0046,0.0046,0.0046,0.000625,0.0013,267.0,75.4131498972574,75.00021168519697,0.0575971974261229,64.5849000295003,5.513468544968156,5.34,6.12,5.792565055762082,0.23,0.2332342007434944,0.053,0.061,0.0569851301115241,0.35,0.0694298720276697,165.51,5.512930288530665,41.59,0.9098580122178028,0.038,0.0338029739776951,0.0020246223351693
0,1,0,0.1575,0.15,0.16,0.1325,0.12,0.004475,0.0041,0.0047,0.000625,0.0014,255.0,75.3478331247965,74.9991846886142,0.0754125405740691,63.1388998667399,5.39738640644446,5.47,5.98,5.691015625,0.22,0.250546875,0.059,0.065,0.0597734375,0.31,0.234734518376926,165.97,5.706952643422351,41.53,1.0747457035066,0.037,0.0343125,0.0016413767535391
0,1,0,0.13,0.13,0.13,0.0899999999999999,0.0899999999999999,0.0046,0.0046,0.0046,0.0005,0.0005,298.0,75.431867090861,75.00046957630218,0.0706168991935239,66.0255664825439,5.298932581012805,5.1,5.85,5.664882943143812,0.2,0.2153511705685618,0.059,0.06,0.0592207357859531,0.34,0.2386631839505054,164.1,5.661391316403518,40.62,1.3018020611123498,0.036,0.0336521739130434,0.0016321292624618
0,1,0,0.145,0.13,0.16,0.0849999999999999,0.08,0.00445,0.0044,0.0045,0.0006,0.0006,265.0,75.3470826466878,74.99910300247404,0.0794822529344596,66.3301002502441,5.090370087302139,5.76,6.68,6.4115789473684215,0.22,0.23,0.058,0.064,0.0595526315789473,0.36,0.1533405579519294,163.06,4.772356809104479,40.9,1.5499398095571548,0.038,0.0347932330827067,0.0015340510182518
0,1,0,0.15,0.12,0.16,0.1175,0.08,0.0047,0.0044,0.0056,0.000775,0.001,267.0,75.431867090861,75.00046521491687,0.0704950431318477,66.0255664825439,5.473610924444801,5.1,5.85,5.672014925373134,0.2,0.2127611940298507,0.059,0.06,0.0591567164179104,0.34,0.2367644483263466,164.1,5.446202424186233,41.27,1.1135079326837314,0.036,0.0336940298507462,0.0016248427728733
1,1,0,0.1784999999999999,0.17,0.18,0.0715,0.07,0.004325,0.0039,0.0044,0.000515,0.0006,224.0,75.3478331247965,75.0013645965614,0.0741056305324074,66.2392496744791,5.400857958824016,5.47,5.98,5.6761333333333335,0.22,0.2503111111111111,0.059,0.065,0.0592977777777777,0.31,0.2325548919669866,165.97,5.8867486400887525,41.53,1.017860273178144,0.037,0.0342755555555555,0.001596474290031
1,1,0,0.1699999999999999,0.16,0.18,0.1025,0.07,0.00465,0.0044,0.0048,0.0007499999999999,0.0013,241.0,75.3470826466878,75.00145307768248,0.0739337521541467,66.3301002502441,5.043801109192061,5.76,6.68,6.439176954732511,0.22,0.228312757201646,0.058,0.064,0.0593168724279835,0.36,0.1447406724419688,163.06,4.9505438729115525,40.9,1.375121343116709,0.038,0.0347901234567901,0.0015404951123931
1,1,0,0.17,0.17,0.17,0.12,0.12,0.005,0.005,0.005,0.0011,0.0011,265.0,75.4176336924235,75.00087843588445,0.082798130607954,66.2392496744791,5.321790596730402,5.47,5.98,5.735393258426967,0.22,0.2545318352059925,0.059,0.065,0.0603071161048689,0.31,0.2109466334418671,165.97,5.642789252164021,41.53,0.8804899742126393,0.037,0.0343670411985018,0.0015608340292027
1,1,0,0.165,0.16,0.18,0.095,0.07,0.004625,0.0044,0.0048,0.0006,0.0007,269.0,75.2614331563313,75.00038928522905,0.0528049837917437,68.3486170450846,4.291588735687395,5.24,5.6,5.510148698884758,0.2,0.2076951672862453,0.053,0.061,0.0552007434944237,0.33,0.0796987057872074,164.35,4.8959672521106965,40.34,0.8847314205518365,0.038,0.0331821561338289,0.0016346006283913
0,1,0,0.145,0.13,0.16,0.085,0.04,0.0045,0.004,0.005,0.0004,0.0005,287.0,75.5477165222168,74.99617325488079,0.1157554883814664,65.9480337778727,5.122178625787407,6.1,7.0,6.755,0.23,0.2497916666666666,0.065,0.069,0.0673333333333333,0.38,0.1072735845920112,168.96,3.400081822903522,41.68,1.288285195771727,0.038,0.0351875,0.0016568672424891
0,1,0,0.1375,0.12,0.15,0.1125,0.09,0.004975,0.0048,0.0051,0.001075,0.0012,300.0,75.2088671366373,74.99400671671029,0.0894045566120067,67.3722002665201,5.164858609987027,4.95,5.86,5.657774086378738,0.24,0.2431229235880398,0.06,0.065,0.0621196013289036,0.31,0.221000263074662,163.08,5.200077446394952,41.27,1.2102952167252006,0.038,0.0344983388704319,0.0018414208005733
0,1,0,0.12,0.1,0.16,0.1225,0.1,0.004875,0.0044,0.0051,0.000875,0.001,270.0,75.5043839772542,75.00074169927089,0.0651206442136632,65.3551167805989,5.752226873878953,5.86,6.3,6.168929889298893,0.22,0.2453136531365314,0.062,0.066,0.0636531365313653,0.38,0.0753727378466248,168.96,6.0109419702933256,40.79,0.9960668531237012,0.036,0.034040590405904,0.0011555878823497
1,1,0,0.16,0.14,0.18,0.0949999999999999,0.09,0.0043,0.0041,0.0045,0.0009,0.001,261.0,75.3383837381998,75.00081370143893,0.0704241855592507,68.5605997721354,4.599096850110866,4.99,5.84,5.718969465648854,0.19,0.2208778625954198,0.049,0.058,0.0514732824427481,0.32,0.0538078418692506,168.96,3.333335110335575,41.84,0.7906981375926506,0.037,0.034442748091603,0.0014392436569653
1,1,0,0.1299999999999999,0.1,0.18,0.0925,0.09,0.004425,0.0041,0.0047,0.000875,0.001,273.0,75.2088671366373,74.99534289244298,0.0899869187787645,70.2513329188029,4.726067675274494,4.95,5.86,5.697153284671533,0.24,0.242956204379562,0.06,0.065,0.0620912408759124,0.31,0.1992791613947593,163.08,5.322239419420661,41.27,1.2176020271001904,0.038,0.0344452554744525,0.0018962840393614
1,1,0,0.14,0.1,0.18,0.0949999999999999,0.09,0.00445,0.0041,0.0047,0.000875,0.001,249.0,75.1747625318624,75.00076746420129,0.0313686137594764,70.7557834625244,4.275650867035474,5.19,5.96,5.8158,0.22,0.22912,0.056,0.066,0.0609679999999999,0.34,0.1472948849503266,168.32,3.5989629530392917,41.21,0.6605187738455253,0.04,0.034788,0.0014251949771492
1,1,0,0.1375,0.1,0.16,0.1,0.09,0.004575,0.0044,0.0048,0.0008,0.001,276.0,75.431867090861,74.99639517764695,0.0990240714061228,69.1711666107177,4.850937664879837,5.1,5.85,5.751978417266187,0.2,0.2149280575539568,0.059,0.06,0.0593057553956834,0.34,0.2199230769604627,164.1,5.495005580728123,40.62,1.3601209401257093,0.036,0.033341726618705,0.001661342125465
0,1,0,0.1425,0.11,0.16,0.09,0.06,0.00425,0.004,0.0045,0.0008249999999999,0.0014,287.0,75.3441994984944,74.99515072574269,0.1078809003079072,62.5084169387817,5.680184121538487,5.76,6.68,6.575833333333333,0.22,0.2354166666666666,0.058,0.064,0.0587291666666666,0.36,0.0872938088253317,163.06,4.797293498723202,40.9,1.1477095619867976,0.037,0.0345625,0.0012754380268279
0,1,0,0.154,0.13,0.17,0.076,0.06,0.00406,0.0039,0.0043,0.00066,0.0007,277.0,75.6892331441243,74.9961235771478,0.1120250313252956,65.3551167805989,5.823620815037072,5.86,6.3,6.173741007194244,0.22,0.2491726618705035,0.062,0.066,0.0639712230215827,0.38,0.0645078302343657,168.96,5.601813635934242,40.79,1.2110464220481452,0.036,0.0341510791366906,0.0010708724407362
0,1,0,0.13,0.1,0.15,0.095,0.08,0.004725,0.0045,0.0049,0.0008249999999999,0.001,302.0,75.1747625318624,74.99578607157359,0.0789170635786462,63.7940835952758,4.754271471871332,5.19,5.96,5.879141914191419,0.22,0.2365016501650164,0.056,0.066,0.0623432343234323,0.34,0.0876809212996693,168.32,3.3983757197872646,41.21,0.6877131113637547,0.04,0.0351122112211221,0.0017960449728895
1,1,0,0.155,0.15,0.16,0.065,0.03,0.0038,0.0038,0.0038,0.0006,0.0007,248.0,75.431867090861,74.99608732400985,0.1007043734991008,69.1711666107177,4.938451604208172,5.1,5.85,5.7991967871485945,0.2,0.2127309236947791,0.059,0.06,0.05929718875502,0.34,0.2023957350182289,164.1,5.508588434820785,40.62,1.3991941573861288,0.036,0.0336706827309237,0.0014013184804361
0,1,0,0.1205,0.11,0.14,0.08,0.06,0.004165,0.004,0.0047,0.000485,0.0005,275.0,75.5477165222168,74.99479754076317,0.1184548036646684,65.0851165771484,5.509465113689438,6.1,7.0,6.823478260869565,0.23,0.2531521739130435,0.065,0.069,0.066927536231884,0.38,0.0737684569700465,168.96,3.4810941959467203,41.68,1.3132008642555144,0.038,0.0349384057971014,0.0018507520815758
1,1,0,0.13,0.13,0.13,0.098,0.09,0.0042,0.0041,0.0046,0.00074,0.0008,245.0,75.3383837381998,74.99496724640052,0.1049959161594951,70.6214665730794,4.351996472664318,4.99,5.84,5.817764227642277,0.19,0.2261382113821138,0.049,0.058,0.0518292682926829,0.32,0.0468465506001897,168.96,3.533728878858935,41.64,0.6916732752497474,0.037,0.0344349593495934,0.0014989238991635
1,1,0,0.15,0.15,0.15,0.1,0.1,0.0038,0.0038,0.0038,0.0007,0.0007,276.0,75.388966623942,74.99564953095316,0.0930860224442548,67.3722002665201,5.049015527522714,4.95,5.86,5.750863309352518,0.24,0.2439208633093525,0.06,0.065,0.0625647482014388,0.31,0.1220543958117493,163.08,5.477531253099149,41.27,1.2543245490222743,0.038,0.034431654676259,0.001881125554886
0,1,0,0.1,0.1,0.1,0.0899999999999999,0.0899999999999999,0.0047,0.0047,0.0047,0.0007,0.0007,280.0,75.2614331563313,74.99579631330583,0.089787033354301,67.9900833129882,4.464915267673858,5.47,5.6,5.5449466192170815,0.2,0.2127046263345196,0.054,0.061,0.0569644128113879,0.33,0.0989985441497605,164.35,3.696994735419074,40.34,1.0643837981915,0.038,0.0338932384341637,0.0016462046750728
0,1,0,0.132,0.09,0.16,0.081,0.04,0.00438,0.004,0.005,0.00051,0.0007,271.0,75.3441994984944,74.99602168929576,0.1055732377960129,62.5084169387817,5.77421579123897,6.6,6.68,6.633529411764705,0.22,0.2367647058823529,0.058,0.059,0.0584191176470588,0.36,0.0,163.06,4.817324498568277,40.9,1.0882409940070925,0.037,0.0345514705882352,0.0013409246847611
1,1,0,0.1225,0.11,0.16,0.075,0.06,0.0036749999999999,0.0033,0.0048,0.0003,0.0006,249.0,75.4176336924235,74.99538856858933,0.1100316577795916,66.2392496744791,5.099883213243403,5.74,5.98,5.83408,0.26,0.26392,0.059,0.065,0.061352,0.32,0.1271857636447394,165.97,3.7187358943878905,41.53,0.7124988280128512,0.037,0.034464,0.0014918466495262
1,1,0,0.14,0.11,0.16,0.0549999999999999,0.03,0.00375,0.0033,0.0041,0.0005,0.0008,252.0,75.3383837381998,74.99653652756194,0.1034221433501366,70.6214665730794,4.485534706021959,5.78,5.84,5.816047430830039,0.22,0.2279841897233201,0.049,0.058,0.052592885375494,0.32,0.049070665718097,168.96,3.748799361929236,41.38,0.7969555440270981,0.037,0.0344426877470355,0.0014886061611134
1,1,0,0.1275,0.11,0.16,0.0625,0.03,0.003625,0.0033,0.0041,0.000425,0.0008,255.0,75.2614331563313,74.99575783692,0.0924077183266931,68.3486170450846,4.283824036574965,5.47,5.6,5.546171875,0.2,0.212421875,0.054,0.061,0.0568984374999999,0.33,0.098704848203234,164.35,3.494999992110589,40.34,1.0655062746523467,0.038,0.0340234375,0.0016012977273963
0,0,1,0.0795,0.0699,0.0834,0.2705000000000001,0.232,0.0003,0.0001,0.0006,0.00345,0.0044,308.0,75.6770168304443,74.99582583107434,0.1031636831473471,66.0697168350219,4.993151614730322,4.84,5.02,5.0182467532467525,0.23,0.2453571428571428,0.016,0.022,0.0171493506493506,0.31,0.2041838159893152,166.4,2.931302849659367,40.94,1.4630336379087403,0.039,0.0346363636363636,0.002247889149023
0,1,0,0.15,0.12,0.18,0.1075,0.07,0.004725,0.0044,0.0051,0.0009249999999999,0.0012,241.0,75.4176336924235,74.99413267347485,0.1111144325343645,66.2392496744791,5.118165327411786,5.74,5.98,5.846115702479339,0.26,0.2644214876033058,0.059,0.065,0.0616528925619834,0.32,0.1293945298050608,165.97,2.990901176525531,41.53,0.7097260887256346,0.036,0.0343057851239669,0.0015098183518924
0,1,0,0.15,0.15,0.15,0.0899999999999999,0.0899999999999999,0.0045,0.0045,0.0045,0.0008,0.0008,270.0,75.388966623942,74.99547699864995,0.0935414815755464,67.3722002665201,4.879861814284872,5.59,5.86,5.719520295202952,0.24,0.2452029520295203,0.061,0.065,0.0630811808118081,0.31,0.120122938255783,163.08,5.179711773346132,41.27,1.285504535433129,0.038,0.0342656826568265,0.001800072888142
1,1,0,0.1799999999999999,0.1799999999999999,0.1799999999999999,0.12,0.12,0.0044,0.0044,0.0044,0.001,0.001,257.0,75.3060832977294,74.99625631565539,0.1004132617589527,70.6214665730794,4.399336501447972,5.78,5.84,5.8097674418604655,0.22,0.2300775193798449,0.049,0.058,0.0535348837209302,0.32,0.0500956765653998,168.96,3.77251642378227,41.38,0.8841559550116467,0.037,0.0346124031007751,0.0014021111237753
0,1,0,0.1525,0.15,0.16,0.095,0.08,0.0043,0.0041,0.0045,0.0009749999999999,0.0014,281.0,75.4131498972574,74.99538744243856,0.0973426561983278,64.5849000295003,5.15714730730445,5.93,6.12,6.034432624113475,0.23,0.2464893617021276,0.058,0.061,0.0596489361702127,0.35,0.0199365491060428,165.51,5.188697740468443,41.59,0.8829842272683092,0.038,0.0343085106382978,0.0019387044638384
1,1,0,,0.1,0.17,,0.08,,0.004,0.004,,0.0009,242.0,75.6892331441243,74.99562178094216,0.11068125891453,65.3551167805989,5.5470827886498215,6.0,6.3,6.149382716049383,0.24,0.2550617283950617,0.063,0.066,0.0645061728395061,0.38,0.050102775031366,168.96,3.3372915408185118,40.79,1.206795471769172,0.038,0.0343374485596707,0.0008536001011442
